sample_id,sample_date,division,total_biovolume_cubic_um_per_ml_,relative_total_biovolume,month,year
SSB,4/30/19,Chlorophyta,798.2087,0.00018014,4,2019
SSB,4/30/19,Bacillariophyta,300827.3278,0.0678916,4,2019
SSB,4/30/19,Chrysophyta,158832.8655,0.03584587,4,2019
SSB,4/30/19,Chrysophyta,53090.8063,0.01198169,4,2019
SSB,4/30/19,Chlorophyta,62006.7343,0.01399386,4,2019
SSB,4/30/19,Chlorophyta,3312579.554,0.74759271,4,2019
SSB,4/30/19,Chlorophyta,2483.3047,0.00056044,4,2019
SSB,4/30/19,Chlorophyta,443448.2569,0.10007871,4,2019
SSB,4/30/19,Cryptophyta,9460.229,0.00213501,4,2019
SSB,4/30/19,Cryptophyta,946.0223,0.0002135,4,2019
SSB,4/30/19,Cyanophyta,2594.1727,0.00058546,4,2019
SSB,4/30/19,Cyanophyta,2508.656,0.00056616,4,2019
SSB,4/30/19,Cyanophyta,66814.6218,0.01507892,4,2019
SSB,4/30/19,Miscellaneous,12771.3114,0.00288227,4,2019
SSB,4/30/19,Chlorophyta,1832.9492,0.00041367,4,2019
SSB,1/7/20,Cyanophyta,133.0348,0.00010786,0.5,2020
SSB,1/7/20,Chrysophyta,23860.0916,0.01934565,0.5,2020
SSB,1/7/20,Chlorophyta,107713.5591,0.08733365,0.5,2020
SSB,1/7/20,Chlorophyta,798206.8535,0.64718238,0.5,2020
SSB,1/7/20,Chlorophyta,5986.5528,0.00485387,0.5,2020
SSB,1/7/20,Chlorophyta,1197.3131,0.00097078,0.5,2020
SSB,1/7/20,Chlorophyta,8314.6488,0.00674148,0.5,2020
SSB,1/7/20,Cryptophyta,5653.7192,0.00458401,0.5,2020
SSB,1/7/20,Cyanophyta,141650.588,0.11484963,0.5,2020
SSB,1/7/20,Cyanophyta,1795.9696,0.00145616,0.5,2020
SSB,1/7/20,Cyanophyta,56.1225,4.55E-05,0.5,2020
SSB,1/7/20,Cyanophyta,92292.8841,0.07483064,0.5,2020
SSB,1/7/20,Cyanophyta,1795.9696,0.00145616,0.5,2020
SSB,1/7/20,Pyrrhophyta,19156.965,0.01553238,0.5,2020
SSB,1/7/20,Miscellaneous,25542.6221,0.02070984,0.5,2020
SSB,1/31/20,Chrysophyta,36491.9047,0.03119416,1.5,2020
SSB,1/31/20,Chlorophyta,120192.1796,0.10274318,1.5,2020
SSB,1/31/20,Chlorophyta,727070.6611,0.62151757,1.5,2020
SSB,1/31/20,Chlorophyta,8514.2074,0.00727815,1.5,2020
SSB,1/31/20,Chlorophyta,2527.6546,0.0021607,1.5,2020
SSB,1/31/20,Chlorophyta,13192.5868,0.01127734,1.5,2020
SSB,1/31/20,Cryptophyta,3083.8468,0.00263615,1.5,2020
SSB,1/31/20,Cyanophyta,115615.323,0.09883077,1.5,2020
SSB,1/31/20,Cyanophyta,354.7594,0.00030326,1.5,2020
SSB,1/31/20,Cyanophyta,74.83,6.40E-05,1.5,2020
SSB,1/31/20,Cyanophyta,20842.6143,0.01781677,1.5,2020
SSB,1/31/20,Euglenophyta,101815.7163,0.08703453,1.5,2020
SSB,1/31/20,Pyrrhophyta,12771.31,0.01091722,1.5,2020
SSB,1/31/20,Chlorophyta,7283.6356,0.00622623,1.5,2020
SSB,2/14/20,Chrysophyta,137520.9326,0.04458647,2,2020
SSB,2/14/20,Chlorophyta,499619.3871,0.16198454,2,2020
SSB,2/14/20,Chlorophyta,2322994.876,0.75315181,2,2020
SSB,2/14/20,Chlorophyta,319.2818,0.00010352,2,2020
SSB,2/14/20,Cryptophyta,1027.9489,0.00033328,2,2020
SSB,2/14/20,Cyanophyta,92295.8536,0.02992378,2,2020
SSB,2/14/20,Cyanophyta,798.2066,0.00025879,2,2020
SSB,2/14/20,Cyanophyta,15908.3093,0.00515773,2,2020
SSB,2/14/20,Cyanophyta,2305.9363,0.00074762,2,2020
SSB,2/14/20,Euglenophyta,11574.0011,0.00375247,2,2020
SSB,3/6/20,Cyanophyta,36.0303,2.26E-05,3,2020
SSB,3/6/20,Chrysophyta,14190.3435,0.00891034,3,2020
SSB,3/6/20,Chlorophyta,178267.9846,0.11193731,3,2020
SSB,3/6/20,Chlorophyta,1321608.843,0.82985929,3,2020
SSB,3/6/20,Chlorophyta,1257.1737,0.0007894,3,2020
SSB,3/6/20,Cyanophyta,38248.4564,0.02401682,3,2020
SSB,3/6/20,Cyanophyta,177.3797,0.00011138,3,2020
SSB,3/6/20,Cyanophyta,310.4145,0.00019491,3,2020
SSB,3/6/20,Cyanophyta,487.7921,0.00030629,3,2020
SSB,3/6/20,Cyanophyta,17460.8159,0.01096393,3,2020
SSB,3/6/20,Euglenophyta,11574.0011,0.0072675,3,2020
SSB,3/6/20,Chlorophyta,8950.5616,0.0056202,3,2020
SSB,5/5/20,Cyanophyta,399.1044,2.81E-05,5,2020
SSB,5/5/20,Chlorophyta,498.8805,3.52E-05,5,2020
SSB,5/5/20,Pyrrhophyta,12849.3617,0.00090548,5,2020
SSB,5/5/20,Bacillariophyta,508.8713,3.59E-05,5,2020
SSB,5/5/20,Bacillariophyta,1445.5532,0.00010187,5,2020
SSB,5/5/20,Chrysophyta,96539.5187,0.00680304,5,2020
SSB,5/5/20,Chrysophyta,13029.3994,0.00091817,5,2020
SSB,5/5/20,Haptophyta,640.34,4.51E-05,5,2020
SSB,5/5/20,Chlorophyta,217280.2975,0.01531152,5,2020
SSB,5/5/20,Chlorophyta,13609568.83,0.95905258,5,2020
SSB,5/5/20,Chlorophyta,6784.7742,0.00047812,5,2020
SSB,5/5/20,Chlorophyta,1008.8429,7.11E-05,5,2020
SSB,5/5/20,Cryptophyta,45143.0322,0.00318118,5,2020
SSB,5/5/20,Cryptophyta,709.5168,5.00E-05,5,2020
SSB,5/5/20,Cyanophyta,119139.9033,0.00839567,5,2020
SSB,5/5/20,Cyanophyta,88.6899,6.25E-06,5,2020
SSB,5/5/20,Cyanophyta,20370.9519,0.00143552,5,2020
SSB,5/5/20,Cyanophyta,3492.1632,0.00024609,5,2020
SSB,5/5/20,Euglenophyta,22449.5675,0.001582,5,2020
SSB,5/5/20,Miscellaneous,17028.4147,0.00119998,5,2020
SSB,5/5/20,Chlorophyta,1662.9306,0.00011719,5,2020
TB,1/29/20,Chlorophyta,1396.8624,0.0054267,1,2020
TB,1/29/20,Chrysophyta,183.2949,0.00071209,1,2020
TB,1/29/20,Chrysophyta,6178.5766,0.0240033,1,2020
TB,1/29/20,Haptophyta,85.3787,0.00033169,1,2020
TB,1/29/20,Chlorophyta,7072.735,0.02747703,1,2020
TB,1/29/20,Chlorophyta,134.5124,0.00052257,1,2020
TB,1/29/20,Cryptophyta,210265.4289,0.81686508,1,2020
TB,1/29/20,Cryptophyta,266.069,0.00103366,1,2020
TB,1/29/20,Cryptophyta,378.4089,0.00147009,1,2020
TB,1/29/20,Cyanophyta,219.5068,0.00085277,1,2020
TB,1/29/20,Cyanophyta,23.6506,9.19E-05,1,2020
TB,1/29/20,Cyanophyta,29.932,0.00011628,1,2020
TB,1/29/20,Cyanophyta,620.8375,0.00241191,1,2020
TB,1/29/20,Euglenophyta,4635.5125,0.01800861,1,2020
TB,1/29/20,Pyrrhophyta,24123.5851,0.09371828,1,2020
TB,1/29/20,Pyrrhophyta,1702.8413,0.00661541,1,2020
TB,1/29/20,Chlorophyta,88.202,0.00034266,1,2020
TB,2/15/20,Chlorophyta,1044.6534,0.00696057,2,2020
TB,2/15/20,NA,14.3681,9.57E-05,2,2020
TB,2/15/20,Chrysophyta,664.1082,0.00442498,2,2020
TB,2/15/20,Chrysophyta,29750.8521,0.19823109,2,2020
TB,2/15/20,Chlorophyta,11921.0055,0.07943013,2,2020
TB,2/15/20,Chlorophyta,63.8567,0.00042548,2,2020
TB,2/15/20,Cryptophyta,92438.7386,0.61592294,2,2020
TB,2/15/20,Cryptophyta,56.7613,0.0003782,2,2020
TB,2/15/20,Cyanophyta,239.4619,0.00159554,2,2020
TB,2/15/20,Cyanophyta,14.1904,9.46E-05,2,2020
TB,2/15/20,Cyanophyta,42.5711,0.00028365,2,2020
TB,2/15/20,Cyanophyta,5.9864,3.99E-05,2,2020
TB,2/15/20,Cyanophyta,74.4995,0.00049639,2,2020
TB,2/15/20,Euglenophyta,12396.6843,0.08259959,2,2020
TB,2/15/20,Pyrrhophyta,1021.7048,0.00680766,2,2020
TB,2/15/20,Miscellaneous,266.0689,0.00177283,2,2020
TB,2/15/20,Chlorophyta,66.1515,0.00044077,2,2020
TB,3/7/20,Chlorophyta,1479.3448,0.00405228,3,2020
TB,3/7/20,NA,29.2677,8.02E-05,3,2020
TB,3/7/20,Bacillariophyta,3231.8612,0.00885284,3,2020
TB,3/7/20,Bacillariophyta,18307.1047,0.05014755,3,2020
TB,3/7/20,Chrysophyta,42956.2622,0.11766751,3,2020
TB,3/7/20,Chrysophyta,50580.4382,0.13855196,3,2020
TB,3/7/20,Chlorophyta,48495.9692,0.1328421,3,2020
TB,3/7/20,Chlorophyta,1634.7277,0.00447791,3,2020
TB,3/7/20,Chlorophyta,681.1366,0.0018658,3,2020
TB,3/7/20,Chlorophyta,51.0851,0.00013993,3,2020
TB,3/7/20,Chlorophyta,620.8273,0.00170059,3,2020
TB,3/7/20,Cryptophyta,164688.881,0.45112236,3,2020
TB,3/7/20,Cyanophyta,89.7985,0.00024598,3,2020
TB,3/7/20,Cyanophyta,24.8332,6.80E-05,3,2020
TB,3/7/20,Cyanophyta,388.0241,0.00106289,3,2020
TB,3/7/20,Euglenophyta,24418.7437,0.0668888,3,2020
TB,3/7/20,Pyrrhophyta,893.9917,0.00244886,3,2020
TB,3/7/20,Miscellaneous,383.1393,0.00104951,3,2020
TB,3/7/20,Miscellaneous,85.1421,0.00023322,3,2020
TB,3/7/20,Bacillariophyta,6024.1911,0.0165017,3,2020
